Index,Försäljningspris,Säljare,Bränsle,Växellåda,Miltal,Modellår,Biltyp,Drivning,Hästkrafter,Färg,Motorstorlek,Datum_i_trafik,Märke,Modell
160,"589,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  12,845 ",2021,SUV,Fyrhjulsdriven,396,Svart,1969 ,3/12/2020,Volvo,XC90
161,"679,000 kr",Företag,Miljöbränsle/Hybrid,Automat,  615 ,2024,Kombi,Fyrhjulsdriven,404,Svart,1969 ,28/6/2023,Volvo,V90
162,"479,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  3,436 ",2022,SUV,Fyrhjulsdriven,344,Grå,1969 ,23/6/2021,Volvo,XC60
163,"528,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  2,348 ",2022,SUV,Fyrhjulsdriven,342,Mörkblå (Mblå),1969 ,10/11/2021,Volvo,XC60
164,"329,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  15,634 ",2021,SUV,Fyrhjulsdriven,253,Vit,1969 ,24/9/2020,Volvo,XC60
165,"339,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  6,557 ",2021,Kombi,Fyrhjulsdriven,253,Vit,1969 ,22/2/2021,Volvo,V60
166,"369,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  5,429 ",2020,Kombi,Fyrhjulsdriven,253,Svart (Onyx Svart Metallic),2020,6/3/2020,Volvo,V60
167,"39,900 kr",Företag,Miljöbränsle/Hybrid,Manuell,"  16,108 ",2007,Kombi,Tvåhjulsdriven,126,Ljusgrå (Grå),1798 ,9/8/2006,Volvo,V50
168,"429,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  15,100 ",2017,SUV,Fyrhjulsdriven,407,Svart,1969 ,1/6/2016,Volvo,XC90
169,"199,800 kr",Företag,Miljöbränsle/Hybrid,Automat,"  13,290 ",2015,Kombi,Fyrhjulsdriven,283,Blå,2400 ,11/3/2015,Volvo,V60
170,"399,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  9,377 ",2018,SUV,Fyrhjulsdriven,408,Vit,1969 ,27/11/2017,Volvo,XC60
171,"429,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,008 ",2020,SUV,Fyrhjulsdriven,396,Mörkgrå (Grå),1969 ,3/7/2020,Volvo,XC60
172,"389,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  5,036 ",2021,SUV,Tvåhjulsdriven,266,Grå,1477 ,10/2/2021,Volvo,XC40
173,"444,800 kr",Företag,Miljöbränsle/Hybrid,Automat,"  12,582 ",2017,SUV,Fyrhjulsdriven,407,Grå,1969 ,1/8/2016,Volvo,XC90
174,"499,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  1,356 ",2024,Kombi,Fyrhjulsdriven,404,Grå,1969 ,31/7/2023,Volvo,V90
175,"429,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,000 ",2021,SUV,Fyrhjulsdriven,344,Vit,1969 ,11/11/2020,Volvo,XC60
176,"414,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,412 ",2020,SUV,Fyrhjulsdriven,391,Vit (Pärlemor-Metallic Vit),1969 ,4/6/2020,Volvo,XC60
177,"424,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  4,459 ",2021,Kombi,Fyrhjulsdriven,391,Röd (Pärlemor-Metallic Röd),1969 ,13/10/2020,Volvo,V60
178,"314,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  15,637 ",2019,Kombi,Fyrhjulsdriven,392,Vit,1969 ,6/3/2019,Volvo,V60
179,"459,500 kr",Företag,Miljöbränsle/Hybrid,Automat,"  2,051 ",2023,SUV,Tvåhjulsdriven,214,Röd,1477 ,13/12/2022,Volvo,XC40
180,"369,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  4,504 ",2022,SUV,Tvåhjulsdriven,211,Svart,1477 ,5/11/2021,Volvo,XC40
181,"378,800 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,199 ",2020,Kombi,Fyrhjulsdriven,392,Svart,1969 ,30/4/2020,Volvo,V60
182,"329,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  7,750 ",2021,SUV,Tvåhjulsdriven,211,Svart,1477 ,23/3/2021,Volvo,XC40
183,"469,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  8,712 ",2021,SUV,Fyrhjulsdriven,344,Silver,1969 ,30/4/2021,Volvo,XC60
184,"464,800 kr",Företag,Miljöbränsle/Hybrid,Automat,"  5,839 ",2020,Kombi,Fyrhjulsdriven,304,Svart (Onyx Svart Metallic),1969 ,13/12/2019,Volvo,XC60
185,"35,900 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  19,123 ",2007,Kombi,Tvåhjulsdriven,126,Röd,1798 ,2/4/2007,Volvo,V50
186,"399,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  15,200 ",2016,SUV,Fyrhjulsdriven,407,Svart,1969 ,12/2/2016,Volvo,XC90
187,"269,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  11,511 ",2020,Kombi,Fyrhjulsdriven,344,Silver,1969 ,8/6/2020,Volvo,V60
188,"44,900 kr",Företag,Miljöbränsle/Hybrid,Manuell,"  16,499 ",2008,Halvkombi,Tvåhjulsdriven,126,Röd,1798 ,2/2/2008,Volvo,C30
189,"348,900 kr",Företag,Miljöbränsle/Hybrid,Automat,"  3,687 ",2020,Kombi,Fyrhjulsdriven,340,Svart,1969 ,31/1/2020,Volvo,V60
190,"639,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  4,600 ",2023,SUV,Fyrhjulsdriven,399,Grå,1969 ,25/11/2022,Volvo,XC60
191,"369,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  1,880 ",2021,Kombi,Fyrhjulsdriven,340,Röd (Vinröd),1969 ,9/3/2021,Volvo,V60
192,"39,900 kr",Företag,Miljöbränsle/Hybrid,Manuell,"  24,000 ",2008,Kombi,Tvåhjulsdriven,126,Ljusblå (Blå),1798 ,25/2/2008,Volvo,V50
193,"549,000 kr",Företag,Miljöbränsle/Hybrid,Automat,"  2,473 ",2022,Kombi,Fyrhjulsdriven,396,Grå,1969 ,3/11/2021,Volvo,V90
194,"697,800 kr",Företag,Miljöbränsle/Hybrid,Automat,  -   ,2024,Sedan,Fyrhjulsdriven,344,Silver,1969 ,,Volvo,S60
195,"29,900 kr",Företag,Miljöbränsle/Hybrid,Manuell,"  21,285 ",2002,Sedan,Tvåhjulsdriven,141,Röd,2435,28/3/2002,Volvo,S60
196,"59,800 kr",Företag,Miljöbränsle/Hybrid,Automat,"  35,499 ",2009,Kombi,Tvåhjulsdriven,200,Grå,2521 ,15/5/2009,Volvo,V70
197,"89,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  18,931 ",2010,Kombi,Tvåhjulsdriven,232,Grå,2521 ,3/3/2010,Volvo,V70
198,"80,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  18,550 ",2009,Kombi,Tvåhjulsdriven,146,Brun,1999 ,26/11/2009,Volvo,V70
199,"27,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  38,240 ",2009,Kombi,Tvåhjulsdriven,146,Grå,1999 ,21/4/2009,Volvo,V70
200,"56,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  39,000 ",2015,Kombi,Tvåhjulsdriven,214,Svart,1984 ,16/3/2015,Volvo,V70
201,"659,900 kr",Företag,El,Automat,  -   ,2024,Sedan,Tvåhjulsdriven,252,Röd,,,Volvo,C40
202,"514,900 kr",Företag,El,Automat,"  2,037 ",2023,SUV,Tvåhjulsdriven,234,Svart,,13/4/2023,Volvo,XC40
203,"619,000 kr",Företag,El,Automat,"  1,230 ",2024,SUV,Tvåhjulsdriven,256,Grön,,14/8/2023,Volvo,C40
204,"438,900 kr",Företag,El,Automat,"  1,500 ",2023,SUV,Tvåhjulsdriven,234,Grå,,28/7/2023,Volvo,XC40
205,"473,800 kr",Företag,El,Automat,  -   ,2024,SUV,Tvåhjulsdriven,275,Grå,,,Volvo,EX30
206,"579,400 kr",Företag,El,Automat,  -   ,2024,SUV,Fyrhjulsdriven,434,Grå,,,Volvo,EX30
207,"680,400 kr",Företag,El,Automat,  -   ,2024,SUV,Tvåhjulsdriven,256,Svart,,,Volvo,XC40
208,"449,500 kr",Företag,El,Automat,  712 ,2023,SUV,Tvåhjulsdriven,234,Röd,,30/11/2022,Volvo,C40
209,"509,000 kr",Företag,El,Automat,  161 ,2024,SUV,Tvåhjulsdriven,275,Vit,,27/12/2023,Volvo,EX30
210,"509,000 kr",Företag,El,Automat,  153 ,2024,SUV,Tvåhjulsdriven,275,Vit,,28/12/2023,Volvo,EX30
211,"599,000 kr",Företag,El,Automat,  370 ,2024,SUV,Fyrhjulsdriven,414,Svart,,18/8/2023,Volvo,C40
212,"509,900 kr",Företag,El,Automat,  -   ,2024,Sedan,Tvåhjulsdriven,272,Grå,,,Volvo,EX30
213,"439,900 kr",Företag,El,Automat,"  2,265 ",2023,Sedan,Tvåhjulsdriven,232,Blå,,5/12/2022,Volvo,XC40
214,"592,900 kr",Företag,El,Automat,  -   ,2024,Sedan,Fyrhjulsdriven,429,Vit,,,Volvo,EX30
215,"438,800 kr",Företag,El,Automat,  713 ,2023,SUV,Tvåhjulsdriven,232,Svart,,25/5/2023,Volvo,XC40
216,"520,000 kr",Företag,El,Automat,  -   ,2024,SUV,Tvåhjulsdriven,275,Svart,,,Volvo,EX30
217,"439,900 kr",Företag,El,Automat,"  3,116 ",2023,SUV,Tvåhjulsdriven,234,Svart,,17/11/2022,Volvo,C40
218,"559,000 kr",Företag,El,Automat,  -   ,2024,SUV,Tvåhjulsdriven,275,Svart,,,Volvo,
219,"444,000 kr",Företag,El,Automat,"  3,890 ",2022,SUV,Tvåhjulsdriven,234,Svart,,24/1/2022,Volvo,XC40
220,"459,500 kr",Företag,El,Automat,"  2,075 ",2023,SUV,Tvåhjulsdriven,234,Silver,,26/9/2022,Volvo,XC40
221,"579,000 kr",Företag,El,Automat,  499 ,2024,SUV,Tvåhjulsdriven,256,Ljusblå,,3/8/2023,Volvo,C40
222,"499,000 kr",Företag,El,Automat,"  2,568 ",2023,SUV,Fyrhjulsdriven,414,Svart,,25/11/2022,Volvo,C40
223,"439,900 kr",Företag,El,Automat,"  9,538 ",2021,SUV,Fyrhjulsdriven,414,Blå,,12/3/2021,Volvo,XC40
224,"581,300 kr",Företag,El,Automat,  -   ,2024,SUV,Tvåhjulsdriven,275,Svart,,,Volvo,EX30
225,"581,100 kr",Företag,El,Automat,  1 ,2024,SUV,Tvåhjulsdriven,275,Vit,,,Volvo,EX30
226,"469,000 kr",Företag,El,Automat,"  3,741 ",2021,SUV,Fyrhjulsdriven,414,Svart,,18/12/2020,Volvo,XC40
227,"579,000 kr",Företag,El,Automat,  707 ,2023,SUV,Fyrhjulsdriven,414,Blå,,25/11/2022,Volvo,C40
228,"589,900 kr",Företag,El,Automat,  -   ,2024,SUV,Fyrhjulsdriven,434,Ljusblå,,,Volvo,EX30
229,"559,900 kr",Företag,El,Automat,  -   ,2024,SUV,Tvåhjulsdriven,275,Vit,,,Volvo,EX30
230,"609,900 kr",Företag,El,Automat,  -   ,2024,SUV,Fyrhjulsdriven,434,Vit,,,Volvo,EX30
231,"529,900 kr",Företag,El,Automat,"  1,256 ",2023,SUV,Fyrhjulsdriven,414,Vit,,30/12/2022,Volvo,C40
232,"649,900 kr",Företag,El,Automat,  -   ,2023,SUV,Fyrhjulsdriven,414,Vit,,,Volvo,C40
233,"449,900 kr",Företag,El,Automat,"  3,002 ",2023,SUV,Tvåhjulsdriven,234,Grå,,25/11/2022,Volvo,C40
234,"609,900 kr",Företag,El,Automat,  -   ,2024,SUV,Fyrhjulsdriven,434,Svart,,,Volvo,EX30
235,"439,900 kr",Företag,El,Automat,"  8,160 ",2021,SUV,Fyrhjulsdriven,414,Vit,,8/1/2021,Volvo,XC40
236,"429,900 kr",Företag,El,Automat,"  3,173 ",2021,SUV,Fyrhjulsdriven,414,Vit,,5/5/2021,Volvo,XC40
237,"649,900 kr",Företag,El,Automat,  548 ,2024,SUV,Fyrhjulsdriven,414,Vit,,16/8/2023,Volvo,XC40
238,"449,900 kr",Företag,El,Automat,"  5,512 ",2022,SUV,Tvåhjulsdriven,234,Grön,,10/1/2022,Volvo,XC40
239,"559,900 kr",Företag,El,Automat,"  2,114 ",2023,SUV,Fyrhjulsdriven,414,Blå,,3/3/2023,Volvo,XC40
240,"636,900 kr",Företag,El,Automat,  -   ,2024,Sedan,Tvåhjulsdriven,252,Silver,,,Volvo,C40
241,"459,500 kr",Företag,El,Automat,"  2,000 ",2023,SUV,Tvåhjulsdriven,234,Silver,,22/12/2022,Volvo,C40
242,"569,500 kr",Företag,El,Automat,  289 ,2024,SUV,Tvåhjulsdriven,256,Svart,,6/11/2023,Volvo,C40
243,"624,000 kr",Företag,El,Automat,  131 ,2024,SUV,Fyrhjulsdriven,414,Grå,,2/2/2024,Volvo,C40
244,"429,000 kr",Företag,El,Automat,"  2,228 ",2023,SUV,Tvåhjulsdriven,234,Grön,,6/2/2023,Volvo,C40
245,"419,000 kr",Företag,El,Automat,"  2,509 ",2023,SUV,Tvåhjulsdriven,234,Svart,,5/1/2023,Volvo,C40
246,"429,000 kr",Företag,El,Automat,"  1,540 ",2023,SUV,Tvåhjulsdriven,234,Blå,,27/12/2022,Volvo,XC40
247,"429,000 kr",Företag,El,Automat,"  3,619 ",2022,SUV,Tvåhjulsdriven,234,Svart,,23/2/2022,Volvo,XC40
248,"557,000 kr",Företag,El,Automat,"  1,442 ",2023,SUV,Fyrhjulsdriven,414,Ljusgrå,,26/1/2023,Volvo,XC40
249,"467,000 kr",Företag,El,Automat,"  4,637 ",2021,SUV,Fyrhjulsdriven,414,Blå,,14/12/2020,Volvo,XC40
250,"469,000 kr",Företag,El,Automat,"  1,964 ",2023,SUV,Tvåhjulsdriven,234,Svart,,2/2/2023,Volvo,C40
251,"45,000 kr",Privat,Bensin,Automat,"  27,700 ",2006,Kombi,Fyrhjulsdriven,210,Blå,2521,20/3/2006,Volvo,XC70
252,"13,000 kr",Privat,Bensin,Manuell,"  22,700 ",1996,Sedan,Tvåhjulsdriven,145,Röd,2435,29/9/1995,Volvo,850
253,"15,000 kr",Privat,Bensin,Manuell,"  33,751 ",2004,Kombi,Tvåhjulsdriven,123,Grön,1783,29/1/2004,Volvo,V40
254,"32,900 kr",Privat,Bensin,Manuell,"  25,899 ",2006,Kombi,Tvåhjulsdriven,126,Grå,1798,22/12/2005,Volvo,V50
255,"279,900 kr",Företag,Bensin,Automat,"  6,535 ",2019,Kombi,Tvåhjulsdriven,210,Ljusblå (Blå Metallic),1969,12/6/2019,Volvo,V90
256,"434,900 kr",Företag,Bensin,Automat,"  12,200 ",2019,SUV,Fyrhjulsdriven,310,Svart,1969,18/6/2018,Volvo,XC90
257,"19,000 kr",Privat,Bensin,Manuell,"  26,604 ",2005,Kombi,Tvåhjulsdriven,170,Vit,2435,28/2/2005,Volvo,V70
258,"25,000 kr",Privat,Bensin,Manuell,"  25,685 ",2000,Sedan,Tvåhjulsdriven,170,Blå,2435,23/12/1999,Volvo,S70
259,"79,000 kr",Privat,Bensin,Manuell,"  21,489 ",2012,Kombi,Tvåhjulsdriven,180,Svart,1596,17/11/2011,Volvo,V60
260,"19,900 kr",Privat,Bensin,Manuell,"  23,515 ",2001,Kombi,Tvåhjulsdriven,170,Röd,2435,5/1/2001,Volvo,V70
261,"339,900 kr",Företag,Bensin,Automat,"  7,493 ",2017,Sedan,Fyrhjulsdriven,368,Svart,1969,29/9/2016,Volvo,S60
262,"209,900 kr",Företag,Bensin,Automat,"  6,567 ",2019,Halvkombi,Tvåhjulsdriven,153,Ljusbrun,1498,28/6/2019,Volvo,V40 Cross Country
263,"8,000 kr",Privat,Bensin,Manuell,"  46,740 ",1999,Sedan,Tvåhjulsdriven,170,Blå,2435,22/1/1999,Volvo,S80
264,"349,800 kr",Företag,Bensin,Automat,"  4,776 ",2020,Sedan,Tvåhjulsdriven,251,Vit,1969,1/8/2019,Volvo,S60
265,"159,000 kr",Privat,Bensin,Manuell,"  10,293 ",2017,Kombi,Tvåhjulsdriven,153,Grå,1969,21/10/2016,Volvo,V60
266,"159,900 kr",Företag,Bensin,Manuell,"  13,868 ",2016,Kombi,Tvåhjulsdriven,191,Svart,1969,22/7/2015,Volvo,V60
267,"269,900 kr",Företag,Bensin,Automat,"  6,217 ",2021,Sedan,Tvåhjulsdriven,130,Svart,1477,25/2/2021,Volvo,XC40
268,"18,000 kr",Privat,Bensin,Manuell,"  33,854 ",1990,Sedan,Tvåhjulsdriven,116,Svart,2316,15/12/1989,Volvo,740
269,"309,900 kr",Företag,Bensin,Automat,"  8,237 ",2021,Sedan,Tvåhjulsdriven,198,Svart (Onyx Svart Metallic),1969,1/2/2021,Volvo,XC40
270,"249,900 kr",Företag,Bensin,Manuell,"  4,505 ",2021,Sedan,Tvåhjulsdriven,130,Svart,1477,23/12/2020,Volvo,XC40
271,"32,000 kr",Privat,Bensin,Automat,"  25,000 ",2007,Kombi,Tvåhjulsdriven,170,Grå,2435,9/6/2006,Volvo,V50
272,"225,000 kr",Företag,Bensin,Automat,"  11,790 ",2018,Kombi,Tvåhjulsdriven,191,Grå,1969,21/12/2017,Volvo,V90
273,"539,800 kr",Företag,Bensin,Automat,"  1,064 ",2020,Sedan,Fyrhjulsdriven,317,Grå (Osmium Grey Metallic),1969,20/1/2020,Volvo,S60
274,"234,000 kr",Företag,Bensin,Automat,"  12,109 ",2018,Kombi,Tvåhjulsdriven,191,Grå,1969,14/3/2018,Volvo,V90
275,"329,900 kr",Företag,Bensin,Automat,"  7,082 ",2021,SUV,Fyrhjulsdriven,198,Mörkblå,1969,1/6/2021,Volvo,XC40
276,"189,000 kr",Privat,Diesel,Manuell,"  13,300 ",2017,SUV,Tvåhjulsdriven,150,Röd,1969,6/4/2017,Volvo,XC60
277,"125,000 kr",Privat,Diesel,Manuell,"  15,737 ",2016,Halvkombi,Tvåhjulsdriven,120,Blå,1969,29/10/2015,Volvo,V40
278,"75,000 kr",Privat,Diesel,Automat,"  48,688 ",2016,Kombi,Tvåhjulsdriven,181,Svart,1969,19/2/2016,Volvo,V70
279,"155,000 kr",Privat,Diesel,Automat,"  25,680 ",2015,SUV,Fyrhjulsdriven,181,Svart,2400,23/12/2014,Volvo,XC60
280,"35,000 kr",Privat,Diesel,Automat,"  25,000 ",2007,Kombi,Tvåhjulsdriven,180,Blå,2400,26/7/2006,Volvo,V50
281,"110,000 kr",Privat,Diesel,Automat,"  29,416 ",2012,SUV,Fyrhjulsdriven,215,Svart,2400,18/4/2012,Volvo,XC60
282,"184,000 kr",Privat,Diesel,Automat,"  17,800 ",2015,Kombi,Fyrhjulsdriven,181,Blå,2400,15/5/2015,Volvo,XC70
283,"210,000 kr",Privat,Diesel,Automat,"  13,500 ",2018,Kombi,Fyrhjulsdriven,150,Vit,1969,27/6/2018,Volvo,V90
284,"95,000 kr",Privat,Diesel,Automat,"  30,000 ",2014,SUV,Fyrhjulsdriven,181,Vit,2400,18/3/2014,Volvo,XC60
285,"229,000 kr",Privat,Diesel,Automat,"  14,748 ",2016,SUV,Fyrhjulsdriven,221,Röd,2400,18/3/2016,Volvo,XC60
286,"35,000 kr",Privat,Diesel,Manuell,"  32,000 ",1995,Sedan,Tvåhjulsdriven,123,Svart,2383,11/3/2020,Volvo,940
287,"110,000 kr",Privat,Diesel,Automat,"  51,100 ",2017,Kombi,Tvåhjulsdriven,150,Vit,1969,8/2/2017,Volvo,V90
288,"129,000 kr",Privat,Diesel,Automat,"  24,600 ",2015,Halvkombi,Tvåhjulsdriven,200,Silver,1969,24/3/2015,Volvo,V40
289,"290,000 kr",Privat,Diesel,Automat,"  19,072 ",2020,Kombi,Fyrhjulsdriven,200,Grå,1969,30/12/2019,Volvo,V90 Cross Country
290,"64,900 kr",Privat,Diesel,Manuell,"  28,951 ",2012,Kombi,Tvåhjulsdriven,116,Vit,1560,23/6/2011,Volvo,V60
291,"138,900 kr",Privat,Diesel,Automat,"  34,657 ",2014,Kombi,Fyrhjulsdriven,215,Silver,2400,30/1/2014,Volvo,XC70
292,"176,000 kr",Privat,Diesel,Automat,"  13,350 ",2014,Kombi,Tvåhjulsdriven,200,Blå,1969,11/4/2014,Volvo,V70
293,"115,000 kr",Privat,Diesel,Manuell,"  12,800 ",2013,Kombi,Tvåhjulsdriven,116,Svart,1560,2/4/2013,Volvo,V60
294,"289,800 kr",Företag,Diesel,Automat,"  14,647 ",2017,Kombi,Fyrhjulsdriven,236,Ljusblå (Lblå),1969,22/9/2016,Volvo,V90
295,"239,000 kr",Företag,Diesel,Automat,"  11,960 ",2019,Kombi,Tvåhjulsdriven,150,Silver,1969,5/4/2019,Volvo,V60
296,"299,800 kr",Företag,Diesel,Automat,"  10,114 ",2019,Kombi,Fyrhjulsdriven,191,Vit,1969,28/1/2019,Volvo,V90 Cross Country
297,"164,800 kr",Företag,Diesel,Manuell,"  12,766 ",2015,Halvkombi,Tvåhjulsdriven,191,Blå,1969,29/9/2014,Volvo,V40
298,"249,800 kr",Företag,Diesel,Automat,"  14,329 ",2016,Kombi,Fyrhjulsdriven,181,Brun,2400,27/4/2016,Volvo,XC70
299,"279,900 kr",Företag,Diesel,Automat,"  13,417 ",2017,Kombi,Tvåhjulsdriven,233,Blå,1969,27/9/2016,Volvo,V60
300,"179,700 kr",Företag,Diesel,Manuell,"  15,500 ",2015,Kombi,Tvåhjulsdriven,181,Vit,1969,16/12/2014,Volvo,XC70
301,"70,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  37,000 ",2016,Kombi,Tvåhjulsdriven,245,Svart,1984,10/8/2016,Volvo,V70
302,"20,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  30,229 ",2006,Kombi,Tvåhjulsdriven,141,Grön,2435,31/5/2006,Volvo,V70
303,"50,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  20,000 ",2009,Kombi,Tvåhjulsdriven,146,Grå,1999,5/8/2009,Volvo,V70
304,"348,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  16,705 ",2018,SUV,Fyrhjulsdriven,408,Silver,1969,27/3/2018,Volvo,XC60
305,"597,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  8,395 ",2020,SUV,Fyrhjulsdriven,391,Svart,1969,25/6/2020,Volvo,XC90
306,"555,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  1,300 ",2024,SUV,Fyrhjulsdriven,399,Grå,1969,12/6/2023,Volvo,XC60
307,"89,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  25,425 ",2012,Kombi,Tvåhjulsdriven,180,Röd,1596,9/6/2011,Volvo,V70
308,"20,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  30,000 ",2007,Sedan,Tvåhjulsdriven,126,Silver,1798,30/12/2005,Volvo,S40
309,"39,900 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  33,203 ",2009,Kombi,Tvåhjulsdriven,146,Grå,1999,12/6/2008,Volvo,V70
310,"29,500 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  24,814 ",2008,Kombi,Tvåhjulsdriven,126,Grön,1798,12/11/2007,Volvo,V50
311,"35,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  31,049 ",2008,Kombi,Tvåhjulsdriven,146,Brun,1999,11/1/2008,Volvo,V70
312,"95,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  24,170 ",2012,Kombi,Tvåhjulsdriven,180,Röd,1596,17/1/2012,Volvo,V60
313,"70,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  31,291 ",2010,Kombi,Tvåhjulsdriven,232,Svart,2521,3/3/2010,Volvo,V70
314,"74,900 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  21,149 ",2010,Kombi,Tvåhjulsdriven,146,Grå,1999,26/2/2010,Volvo,V70
315,"12,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  35,255 ",2008,Kombi,Tvåhjulsdriven,146,Röd,1999,15/5/2008,Volvo,V70
316,"360,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  10,645 ",2020,Kombi,Fyrhjulsdriven,391,Vit,1969,22/1/2020,Volvo,V90
317,"35,900 kr",Privat,Miljöbränsle/Hybrid,Manuell,"  23,837 ",2007,Kombi,Tvåhjulsdriven,141,Svart,2435,4/5/2007,Volvo,V70
318,"65,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  19,395 ",2010,Kombi,Tvåhjulsdriven,146,Brun,1999,1/10/2009,Volvo,V70
319,"110,000 kr",Privat,Miljöbränsle/Hybrid,Manuell,  20 ,1988,Sedan,Tvåhjulsdriven,131,Blå,2316,16/6/1988,Volvo,740
320,"449,000 kr",Privat,Miljöbränsle/Hybrid,Automat,"  17,285 ",2016,SUV,Fyrhjulsdriven,407,Grå,1969,15/3/2016,Volvo,XC90
